5.10419950656636	4.50447208422958	2.73575103067782	2.05807311816266	0.801897910916217
4.90342771256206	4.18207805054754	3.23347877209805	2.15413860034116	0.740545115802915
5.35573439116767	3.29965040228012	2.80354647905626	2.12327925574716	1.47806718160554
5.18780808804306	4.25969294393155	3.29846721639081	1.994880189269	0.985790745202039
5.19600611157646	3.37091175739532	3.02357951811266	2.24733321510086	1.29060616124369
-1	-1	-1	1.95073313495911	0.982250534089403
-1	-1	-1	1.96749566660838	1.42965219931279
-1	-1	-1	1.87531456877529	0.868767196338609
-1	-1	-1	1.91988000189616	0.947973070699672
-1	-1	-1	2.11529093941657	0.776270387046137
-1	-1	-1	1.00646026091897	1.12589213318664
-1	-1	-1	1.08387437286359	1.62625743572448
-1	-1	-1	1.1875912215972	1.75945821923079
-1	-1	-1	0.629221965032972	1.0597013671166
-1	-1	-1	0.975495226157967	1.15036931604366
1.31357710816681	1.42350879085921	1.30034954287713	1.05981880123872	1.0921633919717
1.68782227604795	0.918205874322675	1.67254381909983	1.15725276852614	0.820171157017179
1.5844640539117	1.51701022164404	1.20380859737089	1.53618168659477	1.10528815208333
2.00180079837023	1.62142699812062	1.66695152684131	1.58196133792972	0.828440102580125
1.35029757430785	1.01274348855465	1.11871755872115	0.796306097804814	1.17660891470725
